Modifiers,Raw Descriptors,Stimulus,balsamic,camphoraceous,citrus,floral,fruity,grass,herbaceous,mint,rose,spicy,sweet,CID,MolecularWeight,IsomericSMILES,IUPACName,name
,Mint,16666,0,0,0,0,0,0,0,1,0,0,0,16666,156.26,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",l-menthol
,minty aroma??,16724,0,0,0,0,0,0,0,1,0,0,0,16724,150.22,CC1=CC[C@@H](CC1=O)C(=C)C,(5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,d-carvone
,rose,16864,0,0,0,0,0,0,0,0,1,0,0,16864,224.34,CC(C)C(=O)OCC=C(C)CCC=C(C)C,"3,7-dimethylocta-2,6-dienyl 2-methylpropanoate","propanoic acid, 2-methyl-, (2e)-3,7-dimethyl-2,6-octadienyl ester"
,mint,17100,0,0,0,0,0,0,0,1,0,0,0,17100,154.25,CC1=CCC(CC1)C(C)(C)O,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,alpha-terpineol
,fruity aroma,17243,0,0,0,0,1,0,0,0,0,0,0,17243,142.2,CCCC=CCOC(=O)C,hex-2-enyl acetate,hex-2-enyl acetate
,fruity,17525,0,0,0,0,1,0,0,0,0,0,0,17525,172.26,CCCCCCOC(=O)CCC,hexyl butanoate,hexyl butyrate
,Fruity grape aroma??,17623,0,0,0,0,1,0,0,0,0,0,0,17623,193.2,CC(=O)NC1=CC=CC=C1C(=O)OC,methyl 2-acetamidobenzoate,methyl 2-acetamidobenzoate
,floral balsamic,17739,1,0,0,1,0,0,0,0,0,0,0,17739,166.22,CCCC1=CC(=C(C=C1)O)OC,2-methoxy-4-propylphenol,2-methoxy-4-propylphenol
,honey-floral,18744,0,0,0,1,0,0,0,0,0,0,0,18744,226.27,C1=CC=C(C=C1)CC(C2=CC=CC=C2)C(=O)O,"2,3-diphenylpropanoic acid","2,3-diphenylpropanoic acid"
,minty aroma,19244,0,0,0,0,0,0,0,1,0,0,0,19244,156.26,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,"(1R,2R,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",neoisomenthol
,sweet-rosey aroma??????,19633,0,0,0,0,0,0,0,0,1,0,1,19633,194.31,CC(=CCCC(=CCCC(=O)C)C)C,"6,10-dimethylundeca-5,9-dien-2-one","6,10-dimethylundeca-5,9-dien-2-one"
,floral aroma,20354,0,0,0,1,0,0,0,0,0,0,0,20354,164.2,CCCC(=O)OC1=CC=CC=C1,phenyl butanoate,phenyl butyrate
,spicy,20487,0,0,0,0,0,0,0,0,0,1,0,20487,154.21,C1CCC2C(C1)CCC(=O)O2,"3,4,4a,5,6,7,8,8a-octahydrochromen-2-one",octahydro-2h-chromen-2-one
,Spicy aroma??,20534,0,0,0,0,0,0,0,0,0,1,0,20534,124.18,CCCCC1=CC=CO1,2-butylfuran,2-butylfuran
,grass,20745,0,0,0,0,0,1,0,0,0,0,0,20745,128.21,CC(CCC=C(C)C)O,6-methylhept-5-en-2-ol,6-methylhept-5-en-2-ol
,minty aroma??,21003,0,0,0,0,0,0,0,1,0,0,0,21003,152.23,C1CCC(C1)C2CCCC2=O,2-cyclopentylcyclopentan-1-one,2-cyclopentylcyclopentanone
,Fruity aroma??????,21265,0,0,0,0,1,0,0,0,0,0,0,21265,190.24,CC(=CCOC(=O)C1=CC=CC=C1)C,3-methylbut-2-enyl benzoate,prenyl benzoate
,fruity,21596,0,0,0,0,1,0,0,0,0,0,0,21596,186.29,CCCCCCC(=O)OCCCC,butyl heptanoate,butyl heptanoate
,Floral,22310,0,0,0,1,0,0,0,0,0,0,0,22310,170.25,CC1(CCC(O1)C(C)(C)O)C=C,2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,60047-17-8
,Sweet oniony aroma,23368,0,0,0,0,0,0,0,0,0,0,1,23368,230.3,CC(C)OC(=O)CCCCC(=O)OC(C)C,dipropan-2-yl hexanedioate,diisopropyl adipate
,floral aroma??????,24114,0,0,0,1,0,0,0,0,0,0,0,24114,216.27,CCCCOC(=O)C(C)OC(=O)CCC,(1-butoxy-1-oxopropan-2-yl) butanoate,butyl butyryllactate
,winey-fruity,24197,0,0,0,0,1,0,0,0,0,0,0,24197,190.19,CCOC(=O)CC(C(=O)OCC)O,diethyl 2-hydroxybutanedioate,diethyl malate
,floral aroma??????,24433,0,0,0,1,0,0,0,0,0,0,0,24433,193.24,CCCCOC(=O)C1=CC=CC=C1N,butyl 2-aminobenzoate,butyl anthranilate
,mint,24473,0,0,0,0,0,0,0,1,0,0,0,24473,152.23,CC1CCC(CC1=O)C(=C)C,2-methyl-5-prop-1-en-2-ylcyclohexan-1-one,dihydrocarvone
,citrus-floral,24513,0,0,1,1,0,0,0,0,0,0,0,24513,202.33,CCCCCCCCCC(OC)OC,"1,1-dimethoxydecane","1,1-dimethoxydecane"
,camphor,24585,0,1,0,0,0,0,0,0,0,0,0,24585,154.25,CC1CCC(C(C1)O)C(=C)C,5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol,isopulegol
,fruity aroma,24915,0,0,0,0,1,0,0,0,0,0,0,24915,220.31,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,(2-methyl-1-phenylpropan-2-yl) butanoate,10094-34-5
,Sweet,25125,0,0,0,0,0,0,0,0,0,0,1,25125,149.23,CN(C)CCC1=CC=CC=C1,"N,N-dimethyl-2-phenylethanamine","n,n-dimethylphenethylamine"
,fruity,25612,0,0,0,0,1,0,0,0,0,0,0,25612,156.26,C=CCCCCCCCCO,dec-9-en-1-ol,9-decen-1-ol
,grass,25915,0,0,0,0,0,1,0,0,0,0,0,25915,122.17,CCC1=NC=C(N=C1)C,2-ethyl-5-methylpyrazine,2-ethyl-5-methylpyrazine
,balsamic,25916,1,0,0,0,0,0,0,0,0,0,0,25916,136.19,CCC1=NC(=CN=C1C)C,"3-ethyl-2,5-dimethylpyrazine","3-ethyl-2,5-dimethylpyrazine"
,fruity aroma??,26049,0,0,0,0,1,0,0,0,0,0,0,26049,136.23,CC1=CCC2C(C1)C2(C)C,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",3-carene
,mint,26447,0,0,0,0,0,0,0,1,0,0,0,26447,154.25,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,"(2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-one",(-)-menthone
,fruity,26630,0,0,0,0,1,0,0,0,0,0,0,26630,140.22,CCCCCC=CC(=O)C,non-3-en-2-one,nonenone
,sweet,27208,0,0,0,0,0,0,0,0,0,0,1,27208,222.37,CC1=CCC(CC1)(C(C)CCC=C(C)C)O,4-methyl-1-(6-methylhept-5-en-2-yl)cyclohex-3-en-1-ol,beta-bisabolol
,rose,27866,0,0,0,0,0,0,0,0,1,0,0,27866,154.25,CC1CCOC(C1)C=C(C)C,4-methyl-2-(2-methylprop-1-enyl)oxane,16409-43-1
,mint,27867,0,0,0,0,0,0,0,1,0,0,0,27867,198.3,CC1CCC(C(C1)OC(=O)C)C(C)C,(5-methyl-2-propan-2-ylcyclohexyl) acetate,menthyl acetate
,mint,29025,0,0,0,0,0,0,0,1,0,0,0,29025,150.22,CC1=CC(=O)C2CC1C2(C)C,"4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-one",verbenone
,sweet-fruity,30771,0,0,0,0,1,0,0,0,0,0,1,30771,170.25,CC(=O)OCCC1CCCCC1,2-cyclohexylethyl acetate,2-cyclohexylethyl acetate
,grassy,31209,0,0,0,0,0,1,0,0,0,0,0,31209,202.29,CCCCCC(=CC1=CC=CC=C1)C=O,2-benzylideneheptanal,122-40-7
,"honey, rose",31210,0,0,0,0,0,0,0,0,1,0,0,31210,192.25,CCCCOC(=O)CC1=CC=CC=C1,butyl 2-phenylacetate,butyl phenylacetate
,floral aroma,31219,0,0,0,1,0,0,0,0,0,0,0,31219,164.2,CCC(=O)OCC1=CC=CC=C1,benzyl propanoate,benzyl propionate
,"balsamic, floral",31224,1,0,0,1,0,0,0,0,0,0,0,31224,264.3,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2,3-phenylprop-2-enyl 3-phenylprop-2-enoate,122-69-0
,mint,31244,0,0,0,0,0,0,0,1,0,0,0,31244,136.15,COC1=CC=C(C=C1)C=O,4-methoxybenzaldehyde,4-methoxybenzaldehyde
,fruity,31249,0,0,0,0,1,0,0,0,0,0,0,31249,174.19,CCOC(=O)CCC(=O)OCC,diethyl butanedioate,diethyl succinate
,balsamic,31253,1,0,0,0,0,0,0,0,0,0,0,31253,136.23,CC(=CCCC(=C)C=C)C,"7-methyl-3-methylideneocta-1,6-diene",myrcene
,fruity,31272,0,0,0,0,1,0,0,0,0,0,0,31272,116.16,CCCCOC(=O)C,butyl acetate,butyl acetate
,fruity,31278,0,0,0,0,1,0,0,0,0,0,0,31278,340.6,CCCCCCCCCCCCCCCCCC(=O)OCCCC,butyl octadecanoate,butyl stearate
,fruity,31289,0,0,0,0,1,0,0,0,0,0,0,31289,142.24,CCCCCCCCC=O,nonanal,nonanal
,grass,33166,0,0,0,0,0,1,0,0,0,0,0,33166,152.19,CC(C)C1=NC=CN=C1OC,2-methoxy-3-propan-2-ylpyrazine,2-isopropyl-3-methoxypyrazine
,grassy,33637,0,0,0,0,0,1,0,0,0,0,0,33637,122.16,CC1=CC=CC=C1OC,1-methoxy-2-methylbenzene,2-methylanisole
,mint,34645,0,0,0,0,0,0,0,1,0,0,0,34645,152.23,CC1CCC(C(=O)C1)C(=C)C,5-methyl-2-prop-1-en-2-ylcyclohexan-1-one,isopulegone
,Flower,39801,0,0,0,1,0,0,0,0,0,0,0,39801,198.3,CC(=O)OCCCCCCCCC=C,dec-9-enyl acetate,9-decenyl acetate
,fruity,40923,0,0,0,0,1,0,0,0,0,0,0,40923,128.21,CCCC(CCC=C)O,oct-7-en-4-ol,7-octen-4-ol
,rosy-fruity,60985,0,0,0,0,1,0,0,0,1,0,0,60985,226.35,CC(C)C(=O)OCCC(C)CCC=C(C)C,"3,7-dimethyloct-6-enyl 2-methylpropanoate",citronellyl isobutyrate
,floral aroma,60999,0,0,0,1,0,0,0,0,0,0,0,60999,226.27,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,benzyl 2-phenylacetate,benzyl phenylacetate
,fruity,61015,0,0,0,0,1,0,0,0,0,0,0,61015,256.42,CCCCCCCCCCCC(=O)OCCCC,butyl dodecanoate,butyl laurate
,tobacco-herbaceous,61041,0,0,0,0,0,0,1,0,0,0,0,61041,150.22,CC1=C(C(CC=C1)(C)C)C=O,"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde",safranal
,herbaceous,61054,0,0,0,0,0,0,1,0,0,0,0,61054,166.17,COC1=CC=C(C=C1)COC=O,(4-methoxyphenyl)methyl formate,4-methoxybenzyl formate
,camphoraceous,61060,0,1,0,0,0,0,0,0,0,0,0,61060,154.25,C[C@@]12CC[C@H](C1(C)C)C[C@H]2O,"(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",isoborneol
,rosy-fruity aroma,61085,0,0,0,0,1,0,0,0,1,0,0,61085,226.35,CC(C)C(=O)OCCC(C)CCCC(=C)C,"3,7-dimethyloct-7-enyl 2-methylpropanoate",rhodinyl isobutyrate
,"fruity, floral",61091,0,0,0,1,1,0,0,0,0,0,0,61091,218.29,CC(C)CC(=O)OCC=CC1=CC=CC=C1,3-phenylprop-2-enyl 3-methylbutanoate,isovaleric acid cinnamyl ester
,fruity,61098,0,0,0,0,1,0,0,0,0,0,0,61098,210.31,CCC(=O)OC(C)(CCC=C(C)C)C=C,"3,7-dimethylocta-1,6-dien-3-yl propanoate",linalyl propionate
,camphoraceous,61123,0,1,0,0,0,0,0,0,0,0,0,61123,154.25,C[C@]12CC[C@H](C1)C([C@@H]2O)(C)C,"(1S,2R,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",(-)-beta-fenchyl alcohol
,balsamic,61126,1,0,0,0,0,0,0,0,0,0,0,61126,152.23,CC1=CC(C2CC1C2(C)C)O,"4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol",verbenol
,spicy-herbaceous,61130,0,0,0,0,0,0,1,0,0,1,0,61130,150.22,CC1(C2CC=C(C1C2)C=O)C,"6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",myrtenal
,floral,61151,0,0,0,1,0,0,0,0,0,0,0,61151,166.17,COC1=CC=CC=C1C(=O)OC,methyl 2-methoxybenzoate,methyl 2-methoxybenzoate
,fruity,61185,0,0,0,0,1,0,0,0,0,0,0,61185,214.34,CCCCCCCC(=O)OCCCCC,pentyl octanoate,pentyl octanoate
,floral aroma,61202,0,0,0,1,0,0,0,0,0,0,0,61202,164.24,CCCC(CC1=CC=CC=C1)O,1-phenylpentan-2-ol,1-phenyl-2-pentanol
,fruity,61235,0,0,0,0,1,0,0,0,0,0,0,61235,142.24,CCCCCCC(=O)CC,nonan-3-one,3-nonanone
,camphor,61283,0,1,0,0,0,0,0,0,0,0,0,61283,160.21,CC(=CC1=CC=CC=C1)C(=O)C,3-methyl-4-phenylbut-3-en-2-one,"3-buten-2-one, 3-methyl-4-phenyl-"
,camphoraceous aroma??,61284,0,1,0,0,0,0,0,0,0,0,0,61284,154.25,CC1=CCC(C1(C)C)CCO,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)ethanol",alpha-campholenol
,fruity,61337,0,0,0,0,1,0,0,0,0,0,0,61337,152.15,C=CCOC(=O)C1=CC=CO1,prop-2-enyl furan-2-carboxylate,allyl 2-furoate
,herbaceous,61361,0,0,0,0,0,0,1,0,0,0,0,61361,190.24,CCCCC1C2=CC=CC=C2C(=O)O1,3-butyl-3H-2-benzofuran-1-one,butylphthalide
penetrating,floral penetrating aroma,61400,0,0,0,1,0,0,0,0,0,0,0,61400,164.2,COC1=C(C=C(C=C1)C=C)OC,"4-ethenyl-1,2-dimethoxybenzene","3,4-dimethoxystyrene"
,floral,61401,0,0,0,1,0,0,0,0,0,0,0,61401,198.3,CC(CCC=C(C)C)CCOCC=O,"2-(3,7-dimethyloct-6-enoxy)acetaldehyde",citronellyloxyacetaldehyde
,"herbaceous, fruity-spicy",61402,0,0,0,0,1,0,1,0,0,1,0,61402,204.26,CC(=C(C)C(=O)OCC1=CC=CC=C1)C,"benzyl 2,3-dimethylbut-2-enoate","benzyl 2,3-dimethylbut-2-enoate"
,fruity,61408,0,0,0,0,1,0,0,0,0,0,0,61408,156.22,CCC(CC)C(=O)OCC=C,prop-2-enyl 2-ethylbutanoate,allyl 2-ethylbutyrate
,camphoraceous aroma??????,61418,0,1,0,0,0,0,0,0,0,0,0,61418,238.37,CCCCC(=O)O[C@@H]1CC2CCC1(C2(C)C)C,"[(2R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] pentanoate","endo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl valerate"
,floral aroma,61464,0,0,0,1,0,0,0,0,0,0,0,61464,178.23,CC(C)(CC1=CC=CC=C1)OC=O,(2-methyl-1-phenylpropan-2-yl) formate,dmbc formate
,fruity,61743,0,0,0,0,1,0,0,0,0,0,0,61743,170.25,C=CCCCCCCCC(=O)O,dec-9-enoic acid,9-decenoic acid
,camphoraceous,61771,0,1,0,0,0,0,0,0,0,0,0,61771,154.25,CCC(C)C1CCCCC1=O,2-butan-2-ylcyclohexan-1-one,2-sec-butylcyclohexanone
,minty,61780,0,0,0,0,0,0,0,1,0,0,0,61780,194.27,CC(=C)C1CCC(=CC1)COC(=O)C,(4-prop-1-en-2-ylcyclohexen-1-yl)methyl acetate,perillyl acetate
,fruity,61954,0,0,0,0,1,0,0,0,0,0,0,61954,178.23,CC1=CC=CC=C1OC(=O)C(C)C,(2-methylphenyl) 2-methylpropanoate,o-tolyl isobutyrate
,"honey, floral, fruity",62017,0,0,0,1,1,0,0,0,0,0,0,62017,184.23,CC(=O)C1(CCCCC1)OC(=O)C,(1-acetylcyclohexyl) acetate,1-acetylcyclohexyl acetate
,herbaceous,62092,0,0,0,0,0,0,1,0,0,0,0,62092,192.25,CC1=CC=C(C=C1)OC(=O)CC(C)C,(4-methylphenyl) 3-methylbutanoate,55066-56-3
,herbal like,62105,0,0,0,0,0,0,1,0,0,0,0,62105,180.3,CC1(CSC(CS1)(C)O)O,"2,5-dimethyl-1,4-dithiane-2,5-diol","2,5-dimethyl-1,4-dithiane-2,5-diol"
,Sweet oniony aroma,62183,0,0,0,0,0,0,0,0,0,0,1,62183,254.39,CC1=C(C=CO1)SC(C(C)C)C(=O)CC(C)C,"2,6-dimethyl-3-(2-methylfuran-3-yl)sulfanylheptan-4-one",61295-51-0
,Balsamic,62362,1,0,0,0,0,0,0,0,0,0,0,62362,268.31,COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2,(2-methoxy-4-prop-2-enylphenyl) benzoate,eugenyl benzoate
,balsamic,62367,1,0,0,0,0,0,0,0,0,0,0,62367,154.25,CC(C)C12CCC(C1C2)(C)O,2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol,sabinene hydrate
,floral-almond odour,62375,0,0,0,1,0,0,0,0,0,0,0,62375,152.19,COC(C1=CC=CC=C1)OC,dimethoxymethylbenzene,benzaldehyde dimethyl acetal
,sweet,62384,0,0,0,0,0,0,0,0,0,0,1,62384,116.16,CC1COC(O1)(C)C,"2,2,4-trimethyl-1,3-dioxolane","2,2,4-trimethyl-1,3-dioxolane"
,citrus,62385,0,0,1,0,0,0,0,0,0,0,0,62385,132.2,CC1=CC=C(C=C1)C(=C)C,1-methyl-4-prop-1-en-2-ylbenzene,1195-32-0
,sweet,62661,0,0,0,0,0,0,0,0,0,0,1,62661,178.27,CC(C)CC(CC1=CC=CC=C1)O,4-methyl-1-phenylpentan-2-ol,4-methyl-1-phenyl-2-pentanol
,floral,67179,0,0,0,1,0,0,0,0,0,0,0,67179,154.25,CC(=CCC[C@@](C)(C=C)O)C,"(3S)-3,7-dimethylocta-1,6-dien-3-ol",126-90-9
,mint,68140,0,0,0,0,0,0,0,1,0,0,0,68140,136.23,CC(=C)C1CCC(=C)CC1,1-methylidene-4-prop-1-en-2-ylcyclohexane,499-97-8
,grass,68346,0,0,0,0,0,1,0,0,0,0,0,68346,152.23,CC(=CC(=O)C(C)(C)C=C)C,"3,3,6-trimethylhepta-1,5-dien-4-one",artemisia ketone
,Spicy mint-like aroma??,68481,0,0,0,0,0,0,0,1,0,1,0,68481,150.17,CC(=O)C1=CC=CC=C1OC,1-(2-methoxyphenyl)ethanone,2'-methoxyacetophenone
,fruity aroma??????,68482,0,0,0,0,1,0,0,0,0,0,0,68482,241.24,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O,2-benzamidobenzoic acid,2-(benzoylamino)benzoic acid
,sweet floral,71544,0,0,0,1,0,0,0,0,0,0,1,71544,250.38,CC(C)COC(CC1=CC=CC=C1)OCC(C)C,"2,2-bis(2-methylpropoxy)ethylbenzene",68345-22-2
,balsamic,72607,1,0,0,0,0,0,0,0,0,0,0,72607,222.37,C[C@@H]1CC[C@@H](CC2=C1CC[C@H]2C)C(C)(C)O,"2-[(3R,5S,8R)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol","2-[(3r,5s,8r)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol"
,herbaceous,73114,0,0,0,0,0,0,1,0,0,0,0,73114,308.5,C[C@]12CCCC(C1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,"(1R,2R,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",c20h36o2
,herbaceous,74008,0,0,0,0,0,0,1,0,0,0,0,74008,182.22,CCCCCOC(=O)C1=CC=CO1,pentyl furan-2-carboxylate,amyl 2-furoate
,fruity aroma,74096,0,0,0,0,1,0,0,0,0,0,0,74096,128.17,CC(=O)OCCCC=C,pent-4-enyl acetate,4-pentenyl acetate
,Sweet oniony aroma??,74915,0,0,0,0,0,0,0,0,0,0,1,74915,206.4,CC(C)CCSSCCC(C)C,3-methyl-1-(3-methylbutyldisulfanyl)butane,diisoamyl disulfide
,mint,75699,0,0,0,0,0,0,0,1,0,0,0,75699,198.3,C[C@@H]1CC[C@H]([C@H](C1)OC(=O)C)C(C)C,"[(1S,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] acetate",neomenthyl acetate
,Fruity,77756,0,0,0,0,1,0,0,0,0,0,0,77756,194.23,CCCC(=O)OC1=CC=CC=C1OC,(2-methoxyphenyl) butanoate,guaiacol butyrate
,Sweet oniony aroma,77932,0,0,0,0,0,0,0,0,0,0,1,77932,150.3,CC(C)SSC(C)C,2-(propan-2-yldisulfanyl)propane,diisopropyl disulfide
,grass,78120,0,0,0,0,0,1,0,0,0,0,0,78120,143.25,CCCCCCN=C=S,1-isothiocyanatohexane,hexyl isothiocyanate
,minty,79023,0,0,0,0,0,0,0,1,0,0,0,79023,168.23,CC1=C(C(=O)C(CC1)C(C)C)O,2-hydroxy-3-methyl-6-propan-2-ylcyclohex-2-en-1-one,diosphenol
,mint,79036,0,0,0,0,0,0,0,1,0,0,0,79036,150.22,CC1=CC(=O)C(CC1)C(=C)C,3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-one,isopiperitenone
,Sweet oniony aroma,80046,0,0,0,0,0,0,0,0,0,0,1,80046,182.4,CC(C)SSSC(C)C,2-(propan-2-yltrisulfanyl)propane,diisopropyl trisulfide
,floral aroma,80960,0,0,0,1,0,0,0,0,0,0,0,80960,248.36,CCCCCCCCC(=O)OCC1=CC=CC=C1,benzyl nonanoate,benzyl nonanoate
,herbaceous aroma??,81221,0,0,0,0,0,0,1,0,0,0,0,81221,136.19,CC1=CC(=C(C=C1)OC)C,"1-methoxy-2,4-dimethylbenzene","2,4-dimethylanisole"
,rose-like aroma??,81263,0,0,0,0,0,0,0,0,1,0,0,81263,156.26,C[C@@H](CCCC(=C)C)CCO,"(3S)-3,7-dimethyloct-7-en-1-ol",rhodinol
,fruity aroma,81359,0,0,0,0,1,0,0,0,0,0,0,81359,206.24,CC(=O)CCC(=O)OCC1=CC=CC=C1,benzyl 4-oxopentanoate,benzyl levulinate
,sweet,83655,0,0,0,0,0,0,0,0,0,0,1,83655,140.2,CC1=CC=C(S1)C(=O)C,1-(5-methylthiophen-2-yl)ethanone,2-acetyl-5-methylthiophene
,grassy aroma??,83763,0,0,0,0,0,1,0,0,0,0,0,83763,156.26,CC(C)C1CCC(CC1)CO,(4-propan-2-ylcyclohexyl)methanol,4-(1-methylethyl)cyclohexanemethanol
,citrus-like aroma??????,84559,0,0,1,0,0,0,0,0,0,0,0,84559,230.39,CCCCCCCCCCCC(OC)OC,"1,1-dimethoxydodecane","1,1-dimethoxydodecane"
,Fruity,86753,0,0,0,0,1,0,0,0,0,0,0,86753,154.25,CC1=CCC(CC1)C(C)CO,2-(4-methylcyclohex-3-en-1-yl)propan-1-ol,p-menth-1-en-9-ol
,Fatty rosy aroma??,87630,0,0,0,0,0,0,0,0,1,0,0,87630,156.26,CCCCCCCC=CCO,dec-2-en-1-ol,2-decenol
,herbaceous,89307,0,0,0,0,0,0,1,0,0,0,0,89307,200.32,CCCCCC(CC)OC(=O)CCC,octan-3-yl butanoate,3-octyl butyrate
,spice,90785,0,0,0,0,0,0,0,0,0,1,0,90785,222.37,CC1CCC2=C(CCC(CC12)C(C)(C)O)C,"2-(3,8-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulen-5-yl)propan-2-ol",bulnesol
,fruity,91354,0,0,0,0,1,0,0,0,0,0,0,91354,204.35,CC1CCC2C1C3C(C3(C)C)CCC2=C,"1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",aromadendrene
,sweet,91457,0,0,0,0,0,0,0,0,0,0,1,91457,222.37,C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O,"2-[(2R,4aR,8aS)-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]propan-2-ol",beta-eudesmol
,herbaceous,92139,0,0,0,0,0,0,1,0,0,0,0,92139,202.33,CC1=CC=C(C=C1)C(C)CCC=C(C)C,1-methyl-4-(6-methylhept-5-en-2-yl)benzene,alpha-curcumene
,minty??,92649,0,0,0,0,0,0,0,1,0,0,0,92649,228.35,CC1CCC(C(=O)C1)C(C)(C)SC(=O)C,S-[2-(4-methyl-2-oxocyclohexyl)propan-2-yl] ethanethioate,8-acetylthiomenthan-3-one
,sweet,92762,0,0,0,0,0,0,0,0,0,0,1,92762,222.37,CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,"2-[(2R,4aR,8aR)-4a,8-dimethyl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-2-yl]propan-2-ol",alpha-eudesmol
,minty aroma,92770,0,0,0,0,0,0,0,1,0,0,0,92770,166.22,CC1CCC2C1C(=O)OC=C2C,"4,7-dimethyl-5,6,7,7a-tetrahydro-4aH-cyclopenta[c]pyran-1-one",nepetalactone
,"Fruit, spice",92776,0,0,0,0,1,0,0,0,0,1,0,92776,204.35,CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,"(5R)-2-methyl-5-[(2S)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene",zingiberene
