Modifiers,Raw Descriptors,Stimulus,balsamic,camphoraceous,citrus,floral,fruity,grass,herbaceous,mint,rose,spicy,sweet,CID,MolecularWeight,IsomericSMILES,IUPACName,name
,minty herbaceous??,92780,0,0,0,0,0,0,1,1,0,0,0,92780,138.21,CC(C)C1CCC(=O)C=C1,4-propan-2-ylcyclohex-2-en-1-one,4-isopropyl-2-cyclohexenone
,camphoraceous,92793,0,1,0,0,0,0,0,0,0,0,0,92793,154.25,CC1CCC(=C(C)C)C(C1)O,5-methyl-2-propan-2-ylidenecyclohexan-1-ol,pulegol
,fruity aroma??????,93732,0,0,0,0,1,0,0,0,0,0,0,93732,170.25,CCCCCC=CCCC(=O)O,dec-4-enoic acid,26303-90-2
,sweet fruity,94579,0,0,0,0,1,0,0,0,0,0,1,94579,196.29,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,"[(1R,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexyl] acetate",isopulegyl acetate
,fruity,95337,0,0,0,0,1,0,0,0,0,0,0,95337,242.44,CCCCCCCCC(CCCCCC)CO,2-hexyldecan-1-ol,2-hexyl-1-decanol
,Fruity wine-like aroma,95466,0,0,0,0,1,0,0,0,0,0,0,95466,186.25,CCCCC(C(=O)C)C(=O)OCC,ethyl 2-acetylhexanoate,ethyl 2-acetylhexanoate
,camphoraceous aroma??????,97897,0,1,0,0,0,0,0,0,0,0,0,97897,224.34,CCCC(=O)OC1CC2CCC1(C2(C)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) butanoate",bornyl butyrate
,camphoraceous aroma??????,98497,0,1,0,0,0,0,0,0,0,0,0,98497,152.23,CC1=CCC(C1(C)C)CC=O,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)acetaldehyde",91819-58-8
,herbaceous,101115,0,0,0,0,0,0,1,0,0,0,0,101115,156.22,CC1(CCCC(C1=O)(C)O)C,"2-hydroxy-2,6,6-trimethylcyclohexan-1-one","2,6,6-trimethyl-2-hydroxycyclohexanone"
,balsamic,102667,1,0,0,0,0,0,0,0,0,0,0,102667,152.23,CC1(C2CC1C(=C)C(C2)O)C,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",pinocarveol
,fruity,102993,0,0,0,0,1,0,0,0,0,0,0,102993,102.13,CC1COC(O1)C,"2,4-dimethyl-1,3-dioxolane","2,4-dimethyl-1,3-dioxolane"
,fruity aroma??????,109467,0,0,0,0,1,0,0,0,0,0,0,109467,275.4,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,"3,7-dimethyloct-6-enyl 2-aminobenzoate",citronellyl anthranilate
,Fruity nutty aroma,109828,0,0,0,0,1,0,0,0,0,0,0,109828,182.22,CCCC(=O)OC1=C(CCC1=O)C,(2-methyl-5-oxocyclopenten-1-yl) butanoate,68227-51-0
,camphoraceous aroma??????,110801,0,1,0,0,0,0,0,0,0,0,0,110801,238.37,CCCCC(=O)OC1CC2CCC1(C2(C)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) pentanoate",bornyl valerate
,sweet,111037,0,0,0,0,0,0,0,0,0,0,1,111037,196.29,CC1=CCC(CC1)C(C)(C)OC(=O)C,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl acetate,terpinyl acetate
,fruity aroma??,118225,0,0,0,0,1,0,0,0,0,0,0,118225,230.3,CCCC(CCCC(=O)OCC)OC(=O)C,ethyl 5-acetyloxyoctanoate,ethyl 5-acetoxyoctanoate
,fruity aroma,121731,0,0,0,0,1,0,0,0,0,0,0,121731,94.15,CC1=CC=CCC1,"1-methylcyclohexa-1,3-diene","1-methyl-1,3-cyclohexadiene"
,spicy aroma??????,125468,0,0,0,0,0,0,0,0,0,1,0,125468,100.12,C/C=C(\C)/C(=O)O,(E)-2-methylbut-2-enoic acid,tiglic acid
,fruity,142266,0,0,0,0,1,0,0,0,0,0,0,142266,192.21,CC(=O)CC(=O)OCC1=CC=CC=C1,benzyl 3-oxobutanoate,benzyl acetoacetate
,camphoraceous aroma??,159055,0,1,0,0,0,0,0,0,0,0,0,159055,152.23,C[C@@]12CC[C@@H](C1(C)C)CC2=O,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",d-camphor
,balsamic,164888,1,0,0,0,0,0,0,0,0,0,0,164888,152.23,CC1=C[C@H]([C@@H]2C[C@H]1C2(C)C)O,"(1R,2R,5R)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol",cis-verbenol
,grassy aroma,169110,0,0,0,0,0,1,0,0,0,0,0,169110,129.18,CC(=O)C1=NCCS1,"1-(4,5-dihydro-1,3-thiazol-2-yl)ethanone",2-acetyl-2-thiazoline
,pungent herbaceous odour,181575,0,0,0,0,0,0,1,0,0,0,0,181575,124.18,CCC=CC=CC(=O)C,"octa-3,5-dien-2-one","octa-3,5-dien-2-one"
,citrusy aroma,181747,0,0,1,0,0,0,0,0,0,0,0,181747,150.22,CCC=CCC=CC=CC=O,"deca-2,4,7-trienal","deca-2,4,7-trienal"
,spicy,219672,0,0,0,0,0,0,0,0,0,1,0,219672,176.25,CC(C)CC(=O)CC1=CC=CC=C1,4-methyl-1-phenylpentan-2-one,4-methyl-1-phenylpentan-2-one
,balsamic,227829,1,0,0,0,0,0,0,0,0,0,0,227829,222.37,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",guaiol
,Balsamic,228588,1,0,0,0,0,0,0,0,0,0,0,228588,138.16,CCCC(=O)C1=CC=CO1,1-(furan-2-yl)butan-1-one,1-(furan-2-yl)butan-1-one
,rose,229888,0,0,0,0,0,0,0,0,1,0,0,229888,248.36,CCCCCCCC(=O)OCCC1=CC=CC=C1,2-phenylethyl octanoate,phenethyl octanoate
,camphoraceous aroma??,230920,0,1,0,0,0,0,0,0,0,0,0,230920,154.25,C[C@]12CC[C@@H](C1(C)C)C[C@@H]2O,"(1S,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",isoborneol
,Sweet caramel aroma??????,231325,0,0,0,0,0,0,0,0,0,0,1,231325,152.19,CCCCC(=O)C1=CC=CO1,1-(furan-2-yl)pentan-1-one,2-pentanoylfuran
,sweet,243783,0,0,0,0,0,0,0,0,0,0,1,243783,170.25,CCCC(=O)OC1CCCCC1,cyclohexyl butanoate,cyclohexyl butyrate
,fruity,246728,0,0,0,0,1,0,0,0,0,0,0,246728,128.21,CCCCCC(=O)CC,octan-3-one,3-octanone
,floral,248474,0,0,0,1,0,0,0,0,0,0,0,248474,150.17,CC1=CC=C(C=C1)CC(=O)O,2-(4-methylphenyl)acetic acid,p-tolylacetic acid
,camphoraceous aroma??????,249573,0,1,0,0,0,0,0,0,0,0,0,249573,238.37,CC(C)CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C2(C)C)C,"[(1S,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 3-methylbutanoate",bornyval
,rose,250096,0,0,0,0,0,0,0,0,1,0,0,250096,190.24,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,benzyl (E)-2-methylbut-2-enoate,benzyl tiglate
,mint,329983,0,0,0,0,0,0,0,1,0,0,0,329983,150.22,CC1CCC2=C(C1)OC=C2C,"3,6-dimethyl-4,5,6,7-tetrahydro-1-benzofuran",menthofuran
,mint,380816,0,0,0,0,0,0,0,1,0,0,0,380816,166.22,CC1=C(CC(CC1=O)C(=C)C)O,3-hydroxy-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,6-hydroxycarvone
,mint,439263,0,0,0,0,0,0,0,1,0,0,0,439263,156.26,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,"(1S,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",(+)-neomenthol
,minty aroma??,439570,0,0,0,0,0,0,0,1,0,0,0,439570,150.22,CC1=CC[C@H](CC1=O)C(=C)C,(5R)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,(-)-carvone
,camphoraceous,439711,0,1,0,0,0,0,0,0,0,0,0,439711,154.25,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,"(1S,2S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",alpha-fenchol
,citrus,440917,0,0,1,0,0,0,0,0,0,0,0,440917,136.23,CC1=CC[C@@H](CC1)C(=C)C,(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,d-limonene
,citrus,441245,0,0,1,0,0,0,0,0,0,0,0,441245,152.23,CC(=C)[C@@H]1CCC2(C(C1)O2)C,(4R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane,"limonene-1,2-epoxide"
,balsamic,443131,1,0,0,0,0,0,0,0,0,0,0,443131,196.29,CC(=O)O[C@H]1CC2CCC1(C2(C)C)C,"[(2S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate","(1r,2s,4r)-(+)-bornyl acetate"
,fruity,443156,0,0,0,0,1,0,0,0,0,0,0,443156,136.23,CC1=CC[C@@H]2[C@H](C1)C2(C)C,"(1S,6R)-3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",(+)-3-carene
,mint,443167,0,0,0,0,0,0,0,1,0,0,0,443167,152.23,C[C@H]1CC[C@H](CC1=O)C(=C)C,"(2S,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one",(+)-isodihydrocarvone
,mint,443178,0,0,0,0,0,0,0,1,0,0,0,443178,152.23,CC1=CC[C@@H](C[C@H]1O)C(=C)C,"(1R,5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-ol",(+)-trans-carveol
,mint,443181,0,0,0,0,0,0,0,1,0,0,0,443181,152.23,C[C@@H]1CC[C@@H](CC1=O)C(=C)C,"(2R,5S)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one",cis-dihydrocarvone
,honey floral,444539,0,0,0,1,0,0,0,0,0,0,0,444539,148.16,C1=CC=C(C=C1)/C=C/C(=O)O,(E)-3-phenylprop-2-enoic acid,cinnamic acid
,Flower,445070,0,0,0,1,0,0,0,0,0,0,0,445070,222.37,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",farnesol
,floral aroma??,517827,0,0,0,1,0,0,0,0,0,0,0,517827,190.28,CC(C)C1=CC=C(C=C1)CC(C)C=O,2-methyl-3-(4-propan-2-ylphenyl)propanal,103-95-7
,camphoraceous aroma??????,518472,0,1,0,0,0,0,0,0,0,0,0,518472,182.26,CC1(C2CCC1(C(C2)OC=O)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) formate",bornyl formate
,herbaceous,519539,0,0,0,0,0,0,1,0,0,0,0,519539,141.24,CCC(C)C1=NC=CS1,"2-butan-2-yl-1,3-thiazole",18277-27-5
,sweet,519764,0,0,0,0,0,0,0,0,0,0,1,519764,204.35,CC(CCC=C(C)C)C1CCC(=C)C=C1,3-(6-methylhept-5-en-2-yl)-6-methylidenecyclohexene,sesquiphellandrene
,herbaceous,520440,0,0,0,0,0,0,1,0,0,0,0,520440,152.23,CC1=CCC(CC1)C(C)C=O,2-(4-methylcyclohex-3-en-1-yl)propanal,p-menth-1-en-9-al
,fruity,520583,0,0,0,0,1,0,0,0,0,0,0,520583,170.25,CCCCCCC=COC(=O)C,oct-1-enyl acetate,octen-1-ol acetate
,mint,525915,0,0,0,0,0,0,0,1,0,0,0,525915,166.22,CC(=C)C1CCC2(C(C1=O)O2)C,6-methyl-3-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-2-one,90582-88-0
,floral,526177,0,0,0,1,0,0,0,0,0,0,0,526177,116.18,CC1=C(CCO1)S,"5-methyl-2,3-dihydrofuran-4-thiol",26486-13-5
,spicy aroma??????,526762,0,0,0,0,0,0,0,0,0,1,0,526762,150.22,CC(C)C1=CC=C(CC1)C=O,"4-propan-2-ylcyclohexa-1,3-diene-1-carbaldehyde","1,3-p-menthadien-7-al"
,spicy,527144,0,0,0,0,0,0,0,0,0,1,0,527144,196.29,CC1=CCC(CC1)C(C)COC(=O)C,2-(4-methylcyclohex-3-en-1-yl)propyl acetate,p-menth-1-en-9-yl acetate
,Floral,529304,0,0,0,1,0,0,0,0,0,0,0,529304,170.25,CC1(C(O1)CCC(C)(C=C)O)C,"5-(3,3-dimethyloxiran-2-yl)-3-methylpent-1-en-3-ol",cis-linaloloxide
,grassy green aroma,529344,0,0,0,0,0,1,0,0,0,0,0,529344,161.2,CC(=C)C1=CC(=NC=C1)C(=O)C,1-(4-prop-1-en-2-ylpyridin-2-yl)ethanone,142896-11-5
,herbal green aroma,529352,0,0,0,0,0,0,1,0,0,0,0,529352,161.2,CC(=C)C1=NC=CC(=C1)C(=O)C,1-(2-prop-1-en-2-ylpyridin-4-yl)ethanone,142896-12-6
,citrus,538497,0,0,1,0,0,0,0,0,0,0,0,538497,168.23,CC(=C)C1CCC(C=C1)(C)OO,3-hydroperoxy-3-methyl-6-prop-1-en-2-ylcyclohexene,"(1s,4r)-p-mentha-2,8-diene, 1-hydroperoxide"
,rose-like aroma,543323,0,0,0,0,0,0,0,0,1,0,0,543323,156.26,CC(CCCC(=C)C)CCO,"3,7-dimethyloct-7-en-1-ol","3,7-dimethyloct-7-en-1-ol"
,camphoraceous aroma??,565594,0,1,0,0,0,0,0,0,0,0,0,565594,182.26,CC1(C2CCC1(C(C2)C(=O)O)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptane-2-carboxylic acid",camphanic acid
,Sweet balsamic aroma,579675,1,0,0,0,0,0,0,0,0,0,1,579675,138.16,CC1=CC(=C(O1)C(=O)C)C,"1-(3,5-dimethylfuran-2-yl)ethanone","1-(3,5-dimethylfuran-2-yl)ethanone"
,herbal like,586292,0,0,0,0,0,0,1,0,0,0,0,586292,152.23,CC1COC2C1CCC(=C2)C,"3,6-dimethyl-2,3,3a,4,5,7a-hexahydro-1-benzofuran",anethofuran
,citrus,637564,0,0,1,0,0,0,0,0,0,0,0,637564,96.13,C/C=C/C=C/C=O,"(2E,4E)-hexa-2,4-dienal","2,4-hexadienal"
,rose,637566,0,0,0,0,0,0,0,0,1,0,0,637566,154.25,CC(=CCC/C(=C/CO)/C)C,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",geraniol
,floral,637759,0,0,0,1,0,0,0,0,0,0,0,637759,146.19,CC(=O)/C=C/C1=CC=CC=C1,(E)-4-phenylbut-3-en-2-one,benzylideneacetone
,fruity,638014,0,0,0,0,1,0,0,0,0,0,0,638014,192.3,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",beta-ionone
,spicy aroma,642376,0,0,0,0,0,0,0,0,0,1,0,642376,188.22,CCC/C=C\1/C2=CC=CC=C2C(=O)O1,(3Z)-3-butylidene-2-benzofuran-1-one,3-butylidenephthalide
,sweet,643820,0,0,0,0,0,0,0,0,0,0,1,643820,154.25,CC(=CCC/C(=C\CO)/C)C,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",nerol
,rose,764139,0,0,0,0,0,0,0,0,1,0,0,764139,254.32,C/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,2-methoxy-1-phenylmethoxy-4-[(E)-prop-1-enyl]benzene,120-11-6
,Flower,853433,0,0,0,1,0,0,0,0,0,0,0,853433,164.2,C/C=C/C1=CC(=C(C=C1)O)OC,2-methoxy-4-[(E)-prop-1-enyl]phenol,isoeugenol
,Floral,1549025,0,0,0,1,0,0,0,0,0,0,0,1549025,196.29,CC(=CCC/C(=C\COC(=O)C)/C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate",neryl acetate
,Flower,1549026,0,0,0,1,0,0,0,0,0,0,0,1549026,196.29,CC(=CCC/C(=C/COC(=O)C)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate",geranyl acetate
,Flower,1549107,0,0,0,1,0,0,0,0,0,0,0,1549107,222.37,CC(=CCC/C(=C\CC/C(=C\CO)/C)/C)C,"(2Z,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol","cis,cis-farnesol"
,rose,1549108,0,0,0,0,0,0,0,0,1,0,0,1549108,222.37,CC(=CCC/C(=C/CC/C(=C\CO)/C)/C)C,"(2Z,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol","(2z,6e)-farnesol"
,Flower,1549109,0,0,0,1,0,0,0,0,0,0,0,1549109,222.37,CC(=CCC/C(=C\CC/C(=C/CO)/C)/C)C,"(2E,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol","(e,z)-farnesol"
,rose,1549778,0,0,0,0,0,0,0,0,1,0,0,1549778,194.31,CC(=CCC/C(=C/CCC(=O)C)/C)C,"(5E)-6,10-dimethylundeca-5,9-dien-2-one",geranylacetone
,sweet,1549992,0,0,0,0,0,0,0,0,0,0,1,1549992,222.37,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,(2R)-6-methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,alpha-bisabolol
,floral,1550884,0,0,0,1,0,0,0,0,0,0,0,1550884,216.32,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,(2E)-2-benzylideneoctanal,alpha-hexylcinnamaldehyde
,floral,1550890,0,0,0,1,0,0,0,0,0,0,0,1550890,264.3,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,[(E)-3-phenylprop-2-enyl] (E)-3-phenylprop-2-enoate,cinnamyl cinnamate
,spicy aroma??????,1742210,0,0,0,0,0,0,0,0,0,1,0,1742210,220.35,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,"(1R,4R,6R,10S)-4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.04,6]dodecane",caryophyllene oxide
,floral aroma??,1757003,0,0,0,1,0,0,0,0,0,0,0,1757003,192.3,CC(=CCC/C(=C/C=C/C(=O)C)/C)C,"(3E,5E)-6,10-dimethylundeca-3,5,9-trien-2-one",pseudoionone
,spicy aroma??,2734646,0,0,0,0,0,0,0,0,0,1,0,2734646,146.19,CC1=C(OC2=CC=CC=C12)C,"2,3-dimethyl-1-benzofuran","2,3-dimethylbenzofuran"
,honey floral,2736960,0,0,0,1,0,0,0,0,0,0,0,2736960,228.27,CS(=O)(=O)C1=CC=C(C=C1)CCC(=O)O,3-(4-methylsulfonylphenyl)propanoic acid,387350-46-1
,balsamic,3033866,1,0,0,0,0,0,0,0,0,0,0,3033866,204.35,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,(4Z)-1-methyl-4-(6-methylhept-5-en-2-ylidene)cyclohexene,(z)-gamma-bisabolene
,herbaceous,4120025,0,0,0,0,0,0,1,0,0,0,0,4120025,171.31,CC1C(=NC(S1)CC(C)C)C,"4,5-dimethyl-2-(2-methylpropyl)-2,5-dihydro-1,3-thiazole",65894-83-9
,Sweet,4447651,0,0,0,0,0,0,0,0,0,0,1,4447651,134.2,CC(=O)OCCSC,2-methylsulfanylethyl acetate,2-(methylthio)ethyl acetate
,floral aroma??????,5273465,0,0,0,1,0,0,0,0,0,0,0,5273465,204.26,CCCCOC(=O)/C=C/C1=CC=CC=C1,butyl (E)-3-phenylprop-2-enoate,butyl cinnamate
,fruity aroma??????,5280341,0,0,0,0,1,0,0,0,0,0,0,5280341,224.38,CC(CC/C=C(\C)/CCC=C(C)C)CCO,"(6E)-3,7,11-trimethyldodeca-6,10-dien-1-ol",dihydrofarnesol
,Floral,5280435,0,0,0,1,0,0,0,0,0,0,0,5280435,296.5,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol",phytol
,grass,5280450,0,0,0,0,0,1,0,0,0,0,0,5280450,280.4,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z)-octadeca-9,12-dienoic acid",linoleic acid
,citrus,5280678,0,0,1,0,0,0,0,0,0,0,0,5280678,170.25,C/C(=C\CCC(C)(C=C)O)/CO,"(2E)-2,6-dimethylocta-2,7-diene-1,6-diol",8-hydroxylinalool
,fruity,5280934,0,0,0,0,1,0,0,0,0,0,0,5280934,278.4,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",linolenic acid
,grass,5281167,0,0,0,0,0,1,0,0,0,0,0,5281167,100.16,CC/C=C\CCO,(Z)-hex-3-en-1-ol,cis-3-hexen-1-ol
,Floral,5281516,0,0,0,1,0,0,0,0,0,0,0,5281516,204.35,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,"(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene",alpha-farnesene
,fruity,5281517,0,0,0,0,1,0,0,0,0,0,0,5281517,204.35,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",trans-beta-farnesene
,rose,5281519,0,0,0,0,0,0,0,0,1,0,0,5281519,204.35,C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,"(1E,5E)-1,5-dimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",germacrene b
,spice,5281520,0,0,0,0,0,0,0,0,0,1,0,5281520,204.35,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",humulene
,sweet,5281532,0,0,0,0,0,0,0,0,0,0,1,5281532,220.35,C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO,(Z)-2-methyl-5-(2-methyl-3-methylidene-2-bicyclo[2.2.1]heptanyl)pent-2-en-1-ol,(z)-.beta.-santalol
,citrus,5281535,0,0,1,0,0,0,0,0,0,0,0,5281535,218.33,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,"(2E,6E)-2,6-dimethyl-10-methylidenedodeca-2,6,11-trienal",beta-sinensal
,grass,5281553,0,0,0,0,0,1,0,0,0,0,0,5281553,136.23,CC(=CC/C=C(\C)/C=C)C,"(3E)-3,7-dimethylocta-1,3,6-triene",(e)-beta-ocimene
,rose,5282109,0,0,0,0,0,0,0,0,1,0,0,5282109,182.26,CC(=CCC/C(=C/COC=O)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] formate",geranyl formate
,sweet,5282110,0,0,0,0,0,0,0,0,0,0,1,5282110,176.21,CC(=O)OC/C=C/C1=CC=CC=C1,[(E)-3-phenylprop-2-enyl] acetate,cinnamyl acetate
,sweet,5282707,0,0,0,0,0,0,0,0,0,0,1,5282707,114.14,CCC/C=C/C(=O)O,(E)-hex-2-enoic acid,trans-2-hexenoic acid
,sweet,5282708,0,0,0,0,0,0,0,0,0,0,1,5282708,114.14,CC/C=C/CC(=O)O,(E)-hex-3-enoic acid,trans-3-hexenoic acid
,citrus,5283345,0,0,1,0,0,0,0,0,0,0,0,5283345,154.25,CCCCCCC/C=C/C=O,(E)-dec-2-enal,trans-2-decenal
,citus aroma??,5283363,0,0,1,0,0,0,0,0,0,0,0,5283363,196.33,CCCCCCCCCC/C=C/C=O,(E)-tridec-2-enal,2-tridecenal
,rose apple aroma,5284507,0,0,0,0,0,0,0,0,1,0,0,5284507,222.37,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",nerolidol
,floral,5315892,0,0,0,1,0,0,0,0,0,0,0,5315892,134.17,C1=CC=C(C=C1)/C=C/CO,(E)-3-phenylprop-2-en-1-ol,cinnamyl alcohol
,"Fruit, spice",5316217,0,0,0,0,1,0,0,0,0,1,0,5316217,216.32,CC1=COC2=C1CC([C@](C2)(C)C=C)C(=C)C,"(6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-4H-1-benzofuran",curzerene
,spice,5317062,0,0,0,0,0,0,0,0,0,1,0,5317062,230.3,CC1=COC2=C1C(=O)[C@@H]([C@](C2)(C)C=C)C(=C)C,"(5R,6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-1-benzofuran-4-one",epicurzerenone
,balsamic,5317844,1,0,0,0,0,0,0,0,0,0,0,5317844,204.35,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,"(1S,4S,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,4,5,6,7,8-octahydroazulene",alpha-guaiene
,rose,5320128,0,0,0,0,0,0,0,0,1,0,0,5320128,222.37,CC(=CCC/C(=C\CCC(C)(C=C)O)/C)C,"(6Z)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",cis-nerolidol
,herbaceous,5320250,0,0,0,0,0,0,1,0,0,0,0,5320250,136.23,CC(=CC/C=C(/C)\C=C)C,"(3Z)-3,7-dimethylocta-1,3,6-triene",(z)-beta-ocimene
,sweet,5352437,0,0,0,0,0,0,0,0,0,0,1,5352437,204.35,CC1=CC/C(=C(\C)/CCC=C(C)C)/CC1,(4E)-1-methyl-4-(6-methylhept-5-en-2-ylidene)cyclohexene,(e)-gamma-bisabolene
,herbaceous,5352456,0,0,0,0,0,0,1,0,0,0,0,5352456,204.26,CCC/C=C/COC(=O)C1=CC=CC=C1,[(E)-hex-2-enyl] benzoate,e-2-hexenyl benzoate
,grass,5352696,0,0,0,0,0,1,0,0,0,0,0,5352696,182.3,CCCCC/C=C(\CCCC)/C=O,(E)-2-butyloct-2-enal,(e)-2-butyl-2-octenal
