Stimulus,alkane,citrus,earth,fat,flower,fruit,green,herb,mint,must,spice,sulfur,sweet,wood,CID,MolecularWeight,IsomericSMILES,IUPACName,name
95330,0,0,1,0,0,0,0,0,0,1,0,0,0,0,95330,168.28,CC1(C2CCC1(C(C2)OC)C)C,"2-methoxy-1,7,7-trimethylbicyclo[2.2.1]heptane",bornyl methyl ether
97897,0,0,0,0,0,0,0,1,0,0,0,0,0,1,97897,224.34,CCCC(=O)OC1CC2CCC1(C2(C)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) butanoate",bornyl butyrate
97987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97987,172.26,CCCCCCC(C)OC(=O)C,octan-2-yl acetate,1-methylheptyl acetate
100197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100197,154.25,CC(=CC(C(C)(C)C=C)O)C,"3,3,6-trimethylhepta-1,5-dien-4-ol","3,3,6-trimethylhepta-1,5-dien-4-ol"
102611,0,0,0,0,1,0,0,0,0,0,0,0,0,1,102611,170.25,CC(=CCCC(C)(C1CO1)O)C,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,1365-19-1
106217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106217,150.3,CC(C)(C=O)SSC,2-methyl-2-(methyldisulfanyl)propanal,2-(methyldithio)isobutyraldehyde
111274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111274,152.23,CC(=C)[C@@H]1CC[C@@](C=C1)(C)O,"(1R,4R)-1-methyl-4-prop-1-en-2-ylcyclohex-2-en-1-ol",52154-82-2
112045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112045,238.37,CCCCC(=O)OC(C)(CCC=C(C)C)C=C,"3,7-dimethylocta-1,6-dien-3-yl pentanoate",linalyl valerate
117477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117477,144.21,CCOC(=O)CCC(C)C,ethyl 4-methylpentanoate,ethyl 4-methylvalerate
119831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119831,220.35,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O,"2,6,6-trimethyl-8-methylidenetricyclo[5.3.1.01,5]undecan-9-ol",cedr-8(15)-en-9-ol
162293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,162293,141.24,CCC1=C(N=C(S1)C)C,"5-ethyl-2,4-dimethyl-1,3-thiazole","5-ethyl-2,4-dimethylthiazole"
226486,0,0,0,0,1,0,0,0,0,0,0,0,1,0,226486,194.23,COC1=CC(=CC(=C1O)OC)CC=C,"2,6-dimethoxy-4-prop-2-enylphenol","4-allyl-2,6-dimethoxyphenol"
227829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227829,222.37,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",guaiol
240119,0,1,0,0,0,0,0,0,0,0,0,0,1,0,240119,238.37,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,"3,7-dimethylocta-1,6-dien-3-yl 3-methylbutanoate",linalyl isovalerate
246728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,246728,128.21,CCCCCC(=O)CC,octan-3-one,3-octanone
281853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,281853,112.13,CCC1=CCC(=O)O1,5-ethyl-3H-furan-2-one,"2(3h)-furanone, 5-ethyl-"
439570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,439570,150.22,CC1=CC[C@H](CC1=O)C(=C)C,(5R)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,(-)-carvone
440917,0,1,0,0,0,0,0,0,1,0,0,0,0,0,440917,136.23,CC1=CC[C@@H](CC1)C(=C)C,(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,d-limonene
441005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441005,204.35,CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene",(+)-delta-cadinene
442343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,442343,222.37,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,(2S)-6-methyl-2-[(1S)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,levomenol
442359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,442359,204.35,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=CC3)C)C(C)C,"(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene",alpha-cubebene
443165,0,0,0,0,0,0,0,0,0,0,1,0,0,1,443165,154.25,C[C@H]1CC[C@H](C[C@@H]1O)C(=C)C,"(1S,2S,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-ol",(+)-isodihydrocarveol
443181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,443181,152.23,C[C@@H]1CC[C@@H](CC1=O)C(=C)C,"(2R,5S)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one",cis-dihydrocarvone
445639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,445639,282.5,CCCCCCCC/C=C\CCCCCCCC(=O)O,(Z)-octadec-9-enoic acid,oleic acid
447466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,447466,70.09,C/C=C/C=O,(E)-but-2-enal,crotonaldehyde
449290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,449290,152.23,CC(=C)[C@@H]1CC[C@]2([C@@H](C1)O2)C,"(1S,4R,6R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane",(+)-trans-limonene oxide
494311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,494311,196.29,CC1CCC(C(C1)OC(=O)C)C(=C)C,(5-methyl-2-prop-1-en-2-ylcyclohexyl) acetate,isopulegol acetate
518472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,518472,182.26,CC1(C2CCC1(C(C2)OC=O)C)C,"(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) formate",bornyl formate
519564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519564,178.27,CC1=CN=C(C(=N1)CCC(C)C)C,"2,5-dimethyl-3-(3-methylbutyl)pyrazine",18433-98-2
519709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,519709,134.2,CCOC(=O)C(C)S,ethyl 2-sulfanylpropanoate,ethyl 2-mercaptopropionate
519764,0,0,0,0,0,1,0,1,0,0,0,0,1,1,519764,204.35,CC(CCC=C(C)C)C1CCC(=C)C=C1,3-(6-methylhept-5-en-2-yl)-6-methylidenecyclohexene,sesquiphellandrene
520098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,520098,166.22,CCC(C)C1=NC=CN=C1OC,2-butan-2-yl-3-methoxypyrazine,24168-70-5
520108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,520108,127.17,CC(=O)C1=NC=CS1,"1-(1,3-thiazol-2-yl)ethanone",2-acetylthiazole
521185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,521185,222.37,CC1(CC2C(C1)C3(CCCC2(C3O)C)C)C,"1,4,4,7-tetramethyltricyclo[5.3.1.02,6]undecan-11-ol",alpha-caryophyllene alcohol
521348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,521348,134.24,CCCC(CCO)S,3-sulfanylhexan-1-ol,3-mercapto-1-hexanol
521790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,521790,102.13,CCC(=O)C(C)O,2-hydroxypentan-3-one,2-hydroxy-3-pentanone
521873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,521873,128.19,CC1=CC=C(O1)CS,(5-methylfuran-2-yl)methanethiol,(5-methylfuran-2-yl)methanethiol
523035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,523035,152.23,CC1(C2CCC(O1)(C=C2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]oct-5-ene","2,3-dehydro-1,8-cineole"
525032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525032,238.5,CCCCCCCCCC=CCCCCCC,heptadec-7-ene,heptadec-7-ene
526657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,526657,154.25,CC(C)C1CCC(C=C1)(C)O,1-methyl-4-propan-2-ylcyclohex-2-en-1-ol,2-p-menthen-1-ol
526762,0,0,0,1,0,0,0,0,0,0,1,0,0,0,526762,150.22,CC(C)C1=CC=C(CC1)C=O,"4-propan-2-ylcyclohexa-1,3-diene-1-carbaldehyde","1,3-p-menthadien-7-al"
527142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,527142,150.22,CC1=CC=C(CC1O)C(=C)C,"2-methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-ol","2-methyl-5-prop-1-en-2-ylcyclohexa-2,4-dien-1-ol"
527144,0,0,0,0,0,1,0,1,0,0,0,0,0,0,527144,196.29,CC1=CCC(CC1)C(C)COC(=O)C,2-(4-methylcyclohex-3-en-1-yl)propyl acetate,p-menth-1-en-9-yl acetate
529481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529481,170.25,CCCCCC(=O)C(C)C(=O)C,"3-methylnonane-2,4-dione","3-methylnonane-2,4-dione"
529907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529907,140.22,CCCCCC=CCC=O,non-3-enal,non-3-enal
586728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,586728,138.17,CC1=CN=C(C(=N1)OC)C,"3-methoxy-2,5-dimethylpyrazine","3-methoxy-2,5-dimethylpyrazine"
637564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,637564,96.13,C/C=C/C=C/C=O,"(2E,4E)-hexa-2,4-dienal","2,4-hexadienal"
637758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,637758,176.21,CCOC(=O)/C=C/C1=CC=CC=C1,ethyl (E)-3-phenylprop-2-enoate,ethyl cinnamate
638011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,638011,152.23,CC(=CCC/C(=C/C=O)/C)C,"(2E)-3,7-dimethylocta-2,6-dienal",citral
638014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,638014,192.3,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",beta-ionone
643312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,643312,138.16,C1=CC=C(C=C1)[C@@H](CO)O,"(1S)-1-phenylethane-1,2-diol",25779-13-9
643731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,643731,138.21,CC/C=C\CC/C=C/C=O,"(2E,6Z)-nona-2,6-dienal","trans-2,cis-6-nonadienal"
643820,0,0,0,0,0,0,0,0,0,0,0,0,1,0,643820,154.25,CC(=CCC/C(=C\CO)/C)C,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",nerol
643941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,643941,98.14,CC/C=C\CC=O,(Z)-hex-3-enal,cis-3-hexenal
853433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,853433,164.2,C/C=C/C1=CC(=C(C=C1)O)OC,2-methoxy-4-[(E)-prop-1-enyl]phenol,isoeugenol
1201528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1201528,150.22,CC1([C@@H]2CC=C([C@H]1C2)C=O)C,"(1S,5R)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",unii-7n44sfn4ss
1549025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1549025,196.29,CC(=CCC/C(=C\COC(=O)C)/C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate",neryl acetate
1549778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1549778,194.31,CC(=CCC/C(=C/CCC(=O)C)/C)C,"(5E)-6,10-dimethylundeca-5,9-dien-2-one",geranylacetone
1549992,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1549992,222.37,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,(2R)-6-methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,alpha-bisabolol
1711945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1711945,262.4,CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,"(5E,9E)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",farnesylacetone
1712087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1712087,154.25,C[C@@H]1CCO[C@@H](C1)C=C(C)C,"(2S,4R)-4-methyl-2-(2-methylprop-1-enyl)oxane",3033-23-6
1742210,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1742210,220.35,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,"(1R,4R,6R,10S)-4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.04,6]dodecane",caryophyllene oxide
2724159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2724159,150.22,CC(=C)[C@H]1CCC(=CC1)C=O,(4S)-4-prop-1-en-2-ylcyclohexene-1-carbaldehyde,18031-40-8
3018619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3018619,212.37,CC(C)CCCCCCCCCCC=O,12-methyltridecanal,12-methyltridecanal
3084311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3084311,222.37,CC1=C[C@H]2[C@@H](CC[C@@]([C@H]2CC1)(C)O)C(C)C,"(1R,4S,4aR,8aS)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",delta-cadinol
3084331,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3084331,222.37,CC1=C[C@H]2[C@@H](CC[C@]([C@H]2CC1)(C)O)C(C)C,"(1S,4S,4aR,8aS)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",t-muurolol
5280435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5280435,296.5,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol",phytol
5281168,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5281168,98.14,CCC/C=C/C=O,(E)-hex-2-enal,trans-2-hexenal
5281515,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5281515,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",beta-caryophyllene
5281516,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5281516,204.35,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,"(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene",alpha-farnesene
5281517,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5281517,204.35,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",trans-beta-farnesene
5281519,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5281519,204.35,C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,"(1E,5E)-1,5-dimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",germacrene b
5281520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5281520,204.35,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene",humulene
5281522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5281522,204.35,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,"(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",isocaryophyllene
5281535,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5281535,218.33,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,"(2E,6E)-2,6-dimethyl-10-methylidenedodeca-2,6,11-trienal",beta-sinensal
5281553,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5281553,136.23,CC(=CC/C=C(\C)/C=C)C,"(3E)-3,7-dimethylocta-1,3,6-triene",(e)-beta-ocimene
5282108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5282108,192.3,CC1=CCCC(C1/C=C/C(=O)C)(C)C,"(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",alpha-ionone
5282707,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5282707,114.14,CCC/C=C/C(=O)O,(E)-hex-2-enoic acid,trans-2-hexenoic acid
5283316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283316,112.17,CCCC/C=C/C=O,(E)-hept-2-enal,trans-2-heptenal
5283321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5283321,110.15,CC/C=C/C=C/C=O,"(2E,4E)-hepta-2,4-dienal","2,4-heptadienal"
5283324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283324,126.2,CCCCC/C=C/C=O,(E)-oct-2-enal,trans-2-octenal
5283329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5283329,124.18,CCC/C=C/C=C/C=O,"(2E,4E)-octa-2,4-dienal","(2e,4e)-octa-2,4-dienal"
5283335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283335,140.22,CCCCCC/C=C/C=O,(E)-non-2-enal,trans-2-nonenal
5283339,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5283339,138.21,CCCC/C=C/C=C/C=O,"(2E,4E)-nona-2,4-dienal","trans,trans-2,4-nonadienal"
5283349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5283349,152.23,CCCCC/C=C/C=C/C=O,"(2E,4E)-deca-2,4-dienal","(2e,4e)-deca-2,4-dienal"
5283356,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5283356,168.28,CCCCCCCC/C=C/C=O,(E)-undec-2-enal,trans-2-undecenal
5283361,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5283361,182.3,CCCCCCCCC/C=C/C=O,(E)-dodec-2-enal,trans-2-dodecenal
5284507,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5284507,222.37,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",nerolidol
5317319,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5317319,204.35,CC(=CCC/C(=C\CCC(=C)C=C)/C)C,"(6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",cis-beta-farnesene
5317570,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5317570,204.35,C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",(-)-germacrene d
5317844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5317844,204.35,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,"(1S,4S,7R)-1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,4,5,6,7,8-octahydroazulene",alpha-guaiene
5318042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5318042,100.16,CCC/C=C/CO,(E)-hex-2-en-1-ol,trans-2-hexen-1-ol
5318557,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5318557,208.25,C/C=C/C1=CC(=C(C(=C1)OC)OC)OC,"1,2,3-trimethoxy-5-[(E)-prop-1-enyl]benzene",isoelemicin
5320249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5320249,136.23,CC(=C)CC/C=C(\C)/C=C,"(3E)-3,7-dimethylocta-1,3,7-triene",alpha-ocimene
5320250,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5320250,136.23,CC(=CC/C=C(/C)\C=C)C,"(3Z)-3,7-dimethylocta-1,3,6-triene",(z)-beta-ocimene
